cpt_name,reason,description
CPT_TT104616 , Type 05 , Repeated digit - investigating
CPT_TT104618 , Type 02 ,Duplicate location
CPT_TT104619 , Type 05 , Repeated digit - investigating
CPT_TT104620 , Type 05 , Repeated digit - investigating
CPT_TT104623 , Type 02 ,Duplicate location
CPT_TT104624 , Type 05 , Repeated digit - investigating
CPT_TT104625 , Type 02 ,Duplicate location
CPT_TT104626 , Type 02 ,Duplicate location
CPT_TT105394 , Type 06 , depth<5: 4.38
CPT_TT105427 , Type 02 ,Duplicate location
CPT_TT105473 , Type 05 , Repeated digit - investigating
CPT_TT105475 , Type 05 , Repeated digit - investigating
CPT_TT105476 , Type 05 , Repeated digit - investigating
CPT_TT105487 , Type 05 , Repeated digit - investigating
CPT_TT105490 , Type 05 , Repeated digit - investigating
CPT_TT105491 , Type 05 , Repeated digit - investigating
CPT_TT105492 , Type 05 , Repeated digit - investigating
CPT_TT105496 , Type 02 ,Duplicate location
CPT_TT105498 , Type 02 ,Duplicate location
CPT_TT105846 , Type 02 ,Duplicate location
CPT_TT106595 , Type 02 ,Duplicate location
CPT_TT106658 , Type 06 , depth<5: 4.08
CPT_TT106663 , Type 06 , depth<5: 2.02
CPT_TT106697 , Type 06 , depth<5: 4.4
CPT_TT106698 , Type 05 , Repeated digit - investigating
CPT_TT106699 , Type 06 , depth<5: 3.68
CPT_TT106701 , Type 06 , depth<5: 4.32
CPT_TT106702 , Type 05 , Repeated digit - investigating
CPT_TT106703 , Type 05 , Repeated digit - investigating
CPT_TT106704 , Type 06 , depth<5: 3.94
CPT_TT106705 , Type 05 , Repeated digit - investigating
CPT_TT106706 , Type 06 , depth<5: 4.34
CPT_TT106707 , Type 06 , depth<5: 4.36
CPT_TT106708 , Type 06 , depth<5: 3.52
CPT_TT106709 , Type 06 , depth<5: 3.8
CPT_TT106710 , Type 06 , depth<5: 3.68
CPT_TT106711 , Type 05 , Repeated digit - investigating
CPT_TT106712 , Type 06 , depth<5: 3.86
CPT_TT106713 , Type 06 , depth<5: 3.86
CPT_TT106715 , Type 06 , depth<5: 4.1
CPT_TT106753 , Type 05 , Repeated digit - investigating
CPT_TT107406 , Type 06 , depth<5: 1.72
CPT_TT107407 , Type 06 , depth<5: 1.56
CPT_TT107408 , Type 06 , depth<5: 0.46
CPT_TT108273 , Type 06 , depth<5: 4.22
CPT_TT108323 , Type 05 , Repeated digit - investigating
CPT_TT108324 , Type 05 , Repeated digit - investigating
CPT_TT108325 , Type 05 , Repeated digit - investigating
CPT_TT108334 , Type 05 , Repeated digit - investigating
CPT_TT108336 , Type 05 , Repeated digit - investigating
CPT_TT108341 , Type 05 , Repeated digit - investigating
CPT_TT108350 , Type 06 , depth<5: 4.98
CPT_TT108373 , Type 05 , Repeated digit - investigating
CPT_TT108374 , Type 05 , Repeated digit - investigating
CPT_TT108378 , Type 05 , Repeated digit - investigating
CPT_TT108379 , Type 05 , Repeated digit - investigating
CPT_TT108380 , Type 05 , Repeated digit - investigating
CPT_TT108388 , Type 05 , Repeated digit - investigating
CPT_TT108389 , Type 05 , Repeated digit - investigating
CPT_TT108397 , Type 05 , Repeated digit - investigating
CPT_TT108402 , Type 05 , Repeated digit - investigating
CPT_TT108420 , Type 06 , depth<5: 4.5
CPT_TT108427 , Type 02 ,Duplicate location
CPT_TT108432 , Type 02 ,Duplicate location
CPT_TT108434 , Type 06 , depth<5: 2.66
CPT_TT108435 , Type 02 ,Duplicate location
CPT_TT108436 , Type 06 , depth<5: 4.04
CPT_TT108445 , Type 06 , depth<5: 1.64
CPT_TT108446 , Type 06 , depth<5: 2.96
CPT_TT108475 , Type 06 , depth<5: 4.98
CPT_TT108480 , Type 06 , depth<5: 4.98
CPT_TT108704 , Type 05 , Repeated digit - investigating
CPT_TT108705 , Type 05 , Repeated digit - investigating
CPT_TT108721 , Type 05 , Repeated digit - investigating
CPT_TT108723 , Type 05 , Repeated digit - investigating
CPT_TT108724 , Type 05 , Repeated digit - investigating
CPT_TT108726 , Type 05 , Repeated digit - investigating
CPT_TT108727 , Type 05 , Repeated digit - investigating
CPT_TT108730 , Type 05 , Repeated digit - investigating
CPT_TT108733 , Type 05 , Repeated digit - investigating
CPT_TT108738 , Type 05 , Repeated digit - investigating
CPT_TT108746 , Type 05 , Repeated digit - investigating
CPT_TT108748 , Type 05 , Repeated digit - investigating
CPT_TT108750 , Type 05 , Repeated digit - investigating
CPT_TT108772 , Type 01 , No record found: CPT_TT108772
CPT_TT108777 , Type 06 , depth<5: 4.92
CPT_TT108778 , Type 06 , depth<5: 4.36
CPT_TT108788 , Type 06 , depth<5: 1.42
CPT_TT108789 , Type 06 , depth<5: 1.14
CPT_TT108798 , Type 05 , Repeated digit - investigating
CPT_TT108802 , Type 05 , Repeated digit - investigating
CPT_TT108809 , Type 05 , Repeated digit - investigating
CPT_TT108818 , Type 05 , Repeated digit - investigating
CPT_TT108825 , Type 06 , depth<5: 4.56
CPT_TT108826 , Type 06 , depth<5: 4.86
CPT_TT10940 , Type 05 , Repeated digit - investigating
CPT_TT109490 , Type 05 , Repeated digit - investigating
CPT_TT109491 , Type 05 , Repeated digit - investigating
CPT_TT109493 , Type 05 , Repeated digit - investigating
CPT_TT109494 , Type 05 , Repeated digit - investigating
CPT_TT109715 , Type 05 , Repeated digit - investigating
CPT_TT109746 , Type 01 , No record found: CPT_TT109746
CPT_TT109794 , Type 05 , Repeated digit - investigating
CPT_TT109912 , Type 06 , depth<5: 1.38
CPT_TT109913 , Type 06 , depth<5: 3.46
CPT_TT109916 , Type 06 , depth<5: 3.26
CPT_TT109918 , Type 06 , depth<5: 3.98
CPT_TT109920 , Type 06 , depth<5: 4.26
CPT_TT109921 , Type 06 , depth<5: 4.16
CPT_TT110233 , Type 05 , Repeated digit - investigating
CPT_TT110341 , Type 05 , Repeated digit - investigating
CPT_TT110348 , Type 05 , Repeated digit - investigating
CPT_TT110349 , Type 05 , Repeated digit - investigating
CPT_TT110350 , Type 05 , Repeated digit - investigating
CPT_TT110352 , Type 05 , Repeated digit - investigating
CPT_TT110353 , Type 05 , Repeated digit - investigating
CPT_TT110354 , Type 06 , depth<5: 4.1
CPT_TT110355 , Type 06 , depth<5: 3.94
CPT_TT110356 , Type 06 , depth<5: 4.0
CPT_TT110418 , Type 01 , No record found: CPT_TT110418
CPT_TT110421 , Type 01 , No record found: CPT_TT110421
CPT_TT110422 , Type 01 , No record found: CPT_TT110422
CPT_TT110424 , Type 01 , No record found: CPT_TT110424
CPT_TT110426 , Type 01 , No record found: CPT_TT110426
CPT_TT110428 , Type 01 , No record found: CPT_TT110428
CPT_TT110433 , Type 06 , depth<5: 3.3
CPT_TT110435 , Type 06 , depth<5: 3.46
CPT_TT110445 , Type 06 , depth<5: 1.88
CPT_TT110446 , Type 06 , depth<5: 3.16
CPT_TT110448 , Type 06 , depth<5: 3.28
CPT_TT110449 , Type 06 , depth<5: 3.18
CPT_TT110450 , Type 06 , depth<5: 4.8
CPT_TT110451 , Type 06 , depth<5: 4.62
CPT_TT110452 , Type 06 , depth<5: 4.02
CPT_TT110455 , Type 06 , depth<5: 2.7
CPT_TT110456 , Type 06 , depth<5: 2.86
CPT_TT110457 , Type 06 , depth<5: 3.44
CPT_TT110458 , Type 06 , depth<5: 2.7
CPT_TT110460 , Type 06 , depth<5: 4.3
CPT_TT110461 , Type 05 , Repeated digit - investigating
CPT_TT110464 , Type 05 , Repeated digit - investigating
CPT_TT110466 , Type 05 , Repeated digit - investigating
CPT_TT110467 , Type 07 , depth range <5: 3.74
CPT_TT110588 , Type 05 , Repeated digit - investigating
CPT_TT110590 , Type 06 , depth<5: 2.13
CPT_TT110593 , Type 06 , depth<5: 2.63
CPT_TT110597 , Type 06 , depth<5: 4.13
CPT_TT110599 , Type 06 , depth<5: 3.07
CPT_TT110601 , Type 06 , depth<5: 1.92
CPT_TT110603 , Type 06 , depth<5: 1.63
CPT_TT110608 , Type 06 , depth<5: 3.38
CPT_TT110609 , Type 06 , depth<5: 2.6
CPT_TT110610 , Type 06 , depth<5: 2.48
CPT_TT110611 , Type 06 , depth<5: 3.7
CPT_TT110612 , Type 06 , depth<5: 3.24
CPT_TT110613 , Type 06 , depth<5: 2.02
CPT_TT110614 , Type 06 , depth<5: 2.92
CPT_TT110615 , Type 06 , depth<5: 3.34
CPT_TT110616 , Type 06 , depth<5: 2.88
CPT_TT110676 , Type 05 , Repeated digit - investigating
CPT_TT111763 , Type 05 , Repeated digit - investigating
CPT_TT111935 , Type 05 , Repeated digit - investigating
CPT_TT111936 , Type 05 , Repeated digit - investigating
CPT_TT112015 , Type 05 , Repeated digit - investigating
CPT_TT112017 , Type 05 , Repeated digit - investigating
CPT_TT112019 , Type 05 , Repeated digit - investigating
CPT_TT112020 , Type 05 , Repeated digit - investigating
CPT_TT112027 , Type 05 , Repeated digit - investigating
CPT_TT112032 , Type 05 , Repeated digit - investigating
CPT_TT112033 , Type 06 , depth<5: 3.79
CPT_TT112035 , Type 05 , Repeated digit - investigating
CPT_TT112037 , Type 06 , depth<5: 2.65
CPT_TT112038 , Type 05 , Repeated digit - investigating
CPT_TT112043 , Type 05 , Repeated digit - investigating
CPT_TT112045 , Type 06 , depth<5: 3.95
CPT_TT112089 , Type 05 , Repeated digit - investigating
CPT_TT112091 , Type 06 , depth<5: 4.59
CPT_TT112097 , Type 05 , Repeated digit - investigating
CPT_TT112099 , Type 05 , Repeated digit - investigating
CPT_TT112107 , Type 05 , Repeated digit - investigating
CPT_TT112119 , Type 06 , depth<5: 1.9
CPT_TT112121 , Type 06 , depth<5: 1.0
CPT_TT112122 , Type 02 ,Duplicate location
CPT_TT112123 , Type 06 , depth<5: 4.72
CPT_TT112124 , Type 06 , depth<5: 3.88
CPT_TT112126 , Type 06 , depth<5: 0.74
CPT_TT112127 , Type 06 , depth<5: 0.76
CPT_TT112128 , Type 06 , depth<5: 0.92
CPT_TT112129 , Type 06 , depth<5: 1.82
CPT_TT112164 , Type 05 , Repeated digit - investigating
CPT_TT112172 , Type 06 , depth<5: 1.31
CPT_TT112173 , Type 05 , Repeated digit - investigating
CPT_TT112174 , Type 06 , depth<5: 4.92
CPT_TT112175 , Type 05 , Repeated digit - investigating
CPT_TT112194 , Type 06 , depth<5: 3.28
CPT_TT112325 , Type 05 , Repeated digit - investigating
CPT_TT112326 , Type 05 , Repeated digit - investigating
CPT_TT112327 , Type 05 , Repeated digit - investigating
CPT_TT112435 , Type 06 , depth<5: 3.44
CPT_TT112436 , Type 06 , depth<5: 4.2
CPT_TT114207 , Type 01 , No record found: CPT_TT114207
CPT_TT11538 , Type 06 , depth<5: 4.07
CPT_TT11612 , Type 06 , depth<5: 3.92
CPT_TT11618 , Type 02 ,Duplicate location
CPT_TT116202 , Type 05 , Repeated digit - investigating
CPT_TT116204 , Type 05 , Repeated digit - investigating
CPT_TT116208 , Type 05 , Repeated digit - investigating
CPT_TT116210 , Type 05 , Repeated digit - investigating
CPT_TT116211 , Type 05 , Repeated digit - investigating
CPT_TT116212 , Type 05 , Repeated digit - investigating
CPT_TT116218 , Type 05 , Repeated digit - investigating
CPT_TT116221 , Type 05 , Repeated digit - investigating
CPT_TT116223 , Type 05 , Repeated digit - investigating
CPT_TT116225 , Type 05 , Repeated digit - investigating
CPT_TT116226 , Type 05 , Repeated digit - investigating
CPT_TT116227 , Type 05 , Repeated digit - investigating
CPT_TT116231 , Type 05 , Repeated digit - investigating
CPT_TT116232 , Type 05 , Repeated digit - investigating
CPT_TT116234 , Type 05 , Repeated digit - investigating
CPT_TT116235 , Type 05 , Repeated digit - investigating
CPT_TT116546 , Type 05 , Repeated digit - investigating
CPT_TT116547 , Type 05 , Repeated digit - investigating
CPT_TT116554 , Type 05 , Repeated digit - investigating
CPT_TT116862 , Type 06 , depth<5: 1.46
CPT_TT11687 , Type 05 , Repeated digit - investigating
CPT_TT117267 , Type 05 , Repeated digit - investigating
CPT_TT117271 , Type 06 , depth<5: 3.38
CPT_TT117360 , Type 07 , depth range <5: 4.720000000000002
CPT_TT117363 , Type 01 , No record found: CPT_TT117363
CPT_TT117367 , Type 01 , No record found: CPT_TT117367
CPT_TT117368 , Type 01 , No record found: CPT_TT117368
CPT_TT117369 , Type 01 , No record found: CPT_TT117369
CPT_TT117370 , Type 01 , No record found: CPT_TT117370
CPT_TT117372 , Type 01 , No record found: CPT_TT117372
CPT_TT117377 , Type 01 , No record found: CPT_TT117377
CPT_TT118197 , Type 05 , Repeated digit - investigating
CPT_TT118199 , Type 05 , Repeated digit - investigating
CPT_TT118202 , Type 06 , depth<5: 4.66
CPT_TT118204 , Type 05 , Repeated digit - investigating
CPT_TT118206 , Type 05 , Repeated digit - investigating
CPT_TT118207 , Type 05 , Repeated digit - investigating
CPT_TT118209 , Type 05 , Repeated digit - investigating
CPT_TT118210 , Type 05 , Repeated digit - investigating
CPT_TT118214 , Type 05 , Repeated digit - investigating
CPT_TT118216 , Type 05 , Repeated digit - investigating
CPT_TT118217 , Type 05 , Repeated digit - investigating
CPT_TT118219 , Type 05 , Repeated digit - investigating
CPT_TT118222 , Type 05 , Repeated digit - investigating
CPT_TT118223 , Type 05 , Repeated digit - investigating
CPT_TT118224 , Type 05 , Repeated digit - investigating
CPT_TT118227 , Type 05 , Repeated digit - investigating
CPT_TT118253 , Type 05 , Repeated digit - investigating
CPT_TT118254 , Type 05 , Repeated digit - investigating
CPT_TT118255 , Type 05 , Repeated digit - investigating
CPT_TT118260 , Type 05 , Repeated digit - investigating
CPT_TT118261 , Type 05 , Repeated digit - investigating
CPT_TT118263 , Type 05 , Repeated digit - investigating
CPT_TT118265 , Type 05 , Repeated digit - investigating
CPT_TT118279 , Type 05 , Repeated digit - investigating
CPT_TT118397 , Type 05 , Repeated digit - investigating
CPT_TT118562 , Type 05 , Repeated digit - investigating
CPT_TT118597 , Type 05 , Repeated digit - investigating
CPT_TT118599 , Type 05 , Repeated digit - investigating
CPT_TT119538 , Type 01 , No record found: CPT_TT119538
CPT_TT119540 , Type 01 , No record found: CPT_TT119540
CPT_TT119541 , Type 01 , No record found: CPT_TT119541
CPT_TT119544 , Type 01 , No record found: CPT_TT119544
CPT_TT119619 , Type 05 , Repeated digit - investigating
CPT_TT119636 , Type 05 , Repeated digit - investigating
CPT_TT119647 , Type 06 , depth<5: 3.93
CPT_TT119649 , Type 05 , Repeated digit - investigating
CPT_TT119650 , Type 06 , depth<5: 4.05
CPT_TT119652 , Type 06 , depth<5: 3.81
CPT_TT11970 , Type 06 , depth<5: 4.37
CPT_TT119905 , Type 05 , Repeated digit - investigating
CPT_TT119919 , Type 05 , Repeated digit - investigating
CPT_TT119929 , Type 05 , Repeated digit - investigating
CPT_TT119932 , Type 06 , depth<5: 1.05
CPT_TT120182 , Type 05 , Repeated digit - investigating
CPT_TT120186 , Type 05 , Repeated digit - investigating
CPT_TT120665 , Type 06 , depth<5: 1.42
CPT_TT120666 , Type 02 ,Duplicate location
CPT_TT120667 , Type 06 , depth<5: 1.74
CPT_TT120668 , Type 06 , depth<5: 4.66
CPT_TT120669 , Type 06 , depth<5: 0.52
CPT_TT120717 , Type 01 , No record found: CPT_TT120717
CPT_TT120718 , Type 01 , No record found: CPT_TT120718
CPT_TT120719 , Type 01 , No record found: CPT_TT120719
CPT_TT120720 , Type 01 , No record found: CPT_TT120720
CPT_TT120721 , Type 01 , No record found: CPT_TT120721
CPT_TT120722 , Type 01 , No record found: CPT_TT120722
CPT_TT120723 , Type 01 , No record found: CPT_TT120723
CPT_TT120724 , Type 01 , No record found: CPT_TT120724
CPT_TT120725 , Type 01 , No record found: CPT_TT120725
CPT_TT120726 , Type 01 , No record found: CPT_TT120726
CPT_TT120727 , Type 01 , No record found: CPT_TT120727
CPT_TT120728 , Type 01 , No record found: CPT_TT120728
CPT_TT12105 , Type 07 , depth range <5: 4.16
CPT_TT121107 , Type 06 , depth<5: 3.97
CPT_TT121109 , Type 05 , Repeated digit - investigating
CPT_TT121113 , Type 06 , depth<5: 2.51
CPT_TT121115 , Type 06 , depth<5: 4.53
CPT_TT121116 , Type 01 , No record found: CPT_TT121116
CPT_TT121266 , Type 05 , Repeated digit - investigating
CPT_TT121272 , Type 05 , Repeated digit - investigating
CPT_TT121281 , Type 05 , Repeated digit - investigating
CPT_TT121286 , Type 05 , Repeated digit - investigating
CPT_TT121302 , Type 05 , Repeated digit - investigating
CPT_TT121309 , Type 05 , Repeated digit - investigating
CPT_TT121315 , Type 05 , Repeated digit - investigating
CPT_TT121774 , Type 06 , depth<5: 1.86
CPT_TT121775 , Type 06 , depth<5: 2.72
CPT_TT121794 , Type 06 , depth<5: 4.42
CPT_TT121796 , Type 05 , Repeated digit - investigating
CPT_TT121797 , Type 05 , Repeated digit - investigating
CPT_TT121798 , Type 06 , depth<5: 4.96
CPT_TT121799 , Type 05 , Repeated digit - investigating
CPT_TT121800 , Type 07 , depth range <5: 4.44
CPT_TT121992 , Type 05 , Repeated digit - investigating
CPT_TT121994 , Type 05 , Repeated digit - investigating
CPT_TT121996 , Type 05 , Repeated digit - investigating
CPT_TT121997 , Type 05 , Repeated digit - investigating
CPT_TT121998 , Type 05 , Repeated digit - investigating
CPT_TT121999 , Type 05 , Repeated digit - investigating
CPT_TT122001 , Type 05 , Repeated digit - investigating
CPT_TT122002 , Type 05 , Repeated digit - investigating
CPT_TT122156 , Type 01 , No record found: CPT_TT122156
CPT_TT122218 , Type 05 , Repeated digit - investigating
CPT_TT122219 , Type 05 , Repeated digit - investigating
CPT_TT122220 , Type 06 , depth<5: 1.13
CPT_TT122221 , Type 05 , Repeated digit - investigating
CPT_TT122222 , Type 05 , Repeated digit - investigating
CPT_TT122223 , Type 05 , Repeated digit - investigating
CPT_TT122224 , Type 06 , depth<5: 4.63
CPT_TT122225 , Type 06 , depth<5: 3.89
CPT_TT122226 , Type 05 , Repeated digit - investigating
CPT_TT122227 , Type 05 , Repeated digit - investigating
CPT_TT122228 , Type 06 , depth<5: 0.93
CPT_TT122230 , Type 05 , Repeated digit - investigating
CPT_TT122231 , Type 05 , Repeated digit - investigating
CPT_TT122232 , Type 06 , depth<5: 4.87
CPT_TT122234 , Type 05 , Repeated digit - investigating
CPT_TT122237 , Type 05 , Repeated digit - investigating
CPT_TT122238 , Type 06 , depth<5: 3.5
CPT_TT122239 , Type 06 , depth<5: 1.65
CPT_TT122240 , Type 06 , depth<5: 4.59
CPT_TT122241 , Type 06 , depth<5: 4.48
CPT_TT122337 , Type 06 , depth<5: 4.23
CPT_TT122339 , Type 05 , Repeated digit - investigating
CPT_TT122340 , Type 05 , Repeated digit - investigating
CPT_TT122343 , Type 05 , Repeated digit - investigating
CPT_TT122344 , Type 05 , Repeated digit - investigating
CPT_TT122345 , Type 05 , Repeated digit - investigating
CPT_TT122346 , Type 05 , Repeated digit - investigating
CPT_TT122358 , Type 05 , Repeated digit - investigating
CPT_TT122360 , Type 05 , Repeated digit - investigating
CPT_TT122737 , Type 06 , depth<5: 1.74
CPT_TT122741 , Type 06 , depth<5: 1.58
CPT_TT122743 , Type 06 , depth<5: 4.339
CPT_TT122744 , Type 05 , Repeated digit - investigating
CPT_TT123108 , Type 05 , Repeated digit - investigating
CPT_TT123190 , Type 05 , Repeated digit - investigating
CPT_TT123599 , Type 05 , Repeated digit - investigating
CPT_TT124023 , Type 01 , No record found: CPT_TT124023
CPT_TT124028 , Type 01 , No record found: CPT_TT124028
CPT_TT125001 , Type 01 , No record found: CPT_TT125001
CPT_TT125529 , Type 02 ,Duplicate location
CPT_TT125533 , Type 05 , Repeated digit - investigating
CPT_TT125534 , Type 02 ,Duplicate location
CPT_TT125535 , Type 05 , Repeated digit - investigating
CPT_TT125540 , Type 02 ,Duplicate location
CPT_TT126143 , Type 05 , Repeated digit - investigating
CPT_TT12627 , Type 05 , Repeated digit - investigating
CPT_TT12628 , Type 05 , Repeated digit - investigating
CPT_TT127366 , Type 04 , negative value - discarding
CPT_TT127369 , Type 01 , No record found: CPT_TT127369
CPT_TT127402 , Type 06 , depth<5: 4.56
CPT_TT127405 , Type 06 , depth<5: 3.1
CPT_TT127406 , Type 07 , depth range <5: 4.9799999999999995
CPT_TT127945 , Type 05 , Repeated digit - investigating
CPT_TT127948 , Type 05 , Repeated digit - investigating
CPT_TT127951 , Type 05 , Repeated digit - investigating
CPT_TT127976 , Type 05 , Repeated digit - investigating
CPT_TT128996 , Type 06 , depth<5: 4.26
CPT_TT128997 , Type 05 , Repeated digit - investigating
CPT_TT128998 , Type 06 , depth<5: 3.1
CPT_TT128999 , Type 06 , depth<5: 2.64
CPT_TT129014 , Type 05 , Repeated digit - investigating
CPT_TT129023 , Type 06 , depth<5: 2.2
CPT_TT129025 , Type 05 , Repeated digit - investigating
CPT_TT129222 , Type 06 , depth<5: 4.28
CPT_TT129227 , Type 06 , depth<5: 0.22
CPT_TT129228 , Type 06 , depth<5: 4.58
CPT_TT129229 , Type 06 , depth<5: 4.14
CPT_TT129236 , Type 07 , depth range <5: 4.66
CPT_TT129238 , Type 06 , depth<5: 4.12
CPT_TT129257 , Type 06 , depth<5: 3.74
CPT_TT129258 , Type 06 , depth<5: 2.82
CPT_TT129260 , Type 06 , depth<5: 4.8
CPT_TT129261 , Type 06 , depth<5: 3.72
CPT_TT129550 , Type 06 , depth<5: 4.13
CPT_TT129614 , Type 06 , depth<5: 4.31
CPT_TT129634 , Type 05 , Repeated digit - investigating
CPT_TT129921 , Type 06 , depth<5: 4.52
CPT_TT129923 , Type 06 , depth<5: 3.24
CPT_TT129924 , Type 06 , depth<5: 4.42
CPT_TT129926 , Type 06 , depth<5: 4.62
CPT_TT130053 , Type 06 , depth<5: 4.95
CPT_TT130057 , Type 05 , Repeated digit - investigating
CPT_TT130058 , Type 06 , depth<5: 4.35
CPT_TT130061 , Type 05 , Repeated digit - investigating
CPT_TT130065 , Type 05 , Repeated digit - investigating
CPT_TT130067 , Type 05 , Repeated digit - investigating
CPT_TT130069 , Type 05 , Repeated digit - investigating
CPT_TT130079 , Type 01 , No record found: CPT_TT130079
CPT_TT130508 , Type 06 , depth<5: 4.78
CPT_TT130513 , Type 06 , depth<5: 3.6
CPT_TT130520 , Type 06 , depth<5: 4.68
CPT_TT130521 , Type 05 , Repeated digit - investigating
CPT_TT130522 , Type 06 , depth<5: 4.37
CPT_TT130523 , Type 01 , No record found: CPT_TT130523
CPT_TT130535 , Type 01 , No record found: CPT_TT130535
CPT_TT130537 , Type 01 , No record found: CPT_TT130537
CPT_TT130538 , Type 01 , No record found: CPT_TT130538
CPT_TT130539 , Type 01 , No record found: CPT_TT130539
CPT_TT130540 , Type 01 , No record found: CPT_TT130540
CPT_TT130541 , Type 01 , No record found: CPT_TT130541
CPT_TT131107 , Type 05 , Repeated digit - investigating
CPT_TT131112 , Type 01 , No record found: CPT_TT131112
CPT_TT131114 , Type 01 , No record found: CPT_TT131114
CPT_TT131158 , Type 06 , depth<5: 2.16
CPT_TT131159 , Type 02 ,Duplicate location
CPT_TT131160 , Type 05 , Repeated digit - investigating
CPT_TT131161 , Type 02 ,Duplicate location
CPT_TT131162 , Type 02 ,Duplicate location
CPT_TT131163 , Type 06 , depth<5: 2.34
CPT_TT131164 , Type 02 ,Duplicate location
CPT_TT131165 , Type 06 , depth<5: 2.68
CPT_TT131166 , Type 02 ,Duplicate location
CPT_TT131167 , Type 02 ,Duplicate location
CPT_TT131168 , Type 06 , depth<5: 2.86
CPT_TT131169 , Type 06 , depth<5: 2.56
CPT_TT131171 , Type 06 , depth<5: 1.56
CPT_TT131172 , Type 02 ,Duplicate location
CPT_TT131173 , Type 06 , depth<5: 2.91
CPT_TT131174 , Type 06 , depth<5: 3.5
CPT_TT131175 , Type 02 ,Duplicate location
CPT_TT132285 , Type 05 , Repeated digit - investigating
CPT_TT132687 , Type 06 , depth<5: 4.32
CPT_TT132690 , Type 06 , depth<5: 4.58
CPT_TT132692 , Type 06 , depth<5: 4.3
CPT_TT132980 , Type 06 , depth<5: 0.48
CPT_TT132983 , Type 06 , depth<5: 3.379
CPT_TT132987 , Type 05 , Repeated digit - investigating
CPT_TT133174 , Type 05 , Repeated digit - investigating
CPT_TT133177 , Type 05 , Repeated digit - investigating
CPT_TT133182 , Type 06 , depth<5: 4.819
CPT_TT133203 , Type 06 , depth<5: 2.439
CPT_TT133204 , Type 06 , depth<5: 1.499
CPT_TT133205 , Type 06 , depth<5: 3.119
CPT_TT133206 , Type 06 , depth<5: 4.759
CPT_TT133208 , Type 06 , depth<5: 4.979
CPT_TT133209 , Type 06 , depth<5: 4.579
CPT_TT133210 , Type 06 , depth<5: 2.619
CPT_TT133216 , Type 06 , depth<5: 4.839
CPT_TT133217 , Type 06 , depth<5: 3.859
CPT_TT133221 , Type 06 , depth<5: 1.88
CPT_TT133235 , Type 06 , depth<5: 0.92
CPT_TT133236 , Type 06 , depth<5: 4.299
CPT_TT133282 , Type 05 , Repeated digit - investigating
CPT_TT133283 , Type 06 , depth<5: 4.96
CPT_TT133284 , Type 02 ,Duplicate location
CPT_TT133286 , Type 02 ,Duplicate location
CPT_TT133288 , Type 06 , depth<5: 1.3
CPT_TT133397 , Type 05 , Repeated digit - investigating
CPT_TT133398 , Type 05 , Repeated digit - investigating
CPT_TT133402 , Type 05 , Repeated digit - investigating
CPT_TT133403 , Type 05 , Repeated digit - investigating
CPT_TT133561 , Type 06 , depth<5: 4.84
CPT_TT133562 , Type 06 , depth<5: 1.14
CPT_TT133564 , Type 06 , depth<5: 0.44
CPT_TT133565 , Type 06 , depth<5: 1.48
CPT_TT133567 , Type 06 , depth<5: 4.12
CPT_TT133754 , Type 05 , Repeated digit - investigating
CPT_TT133755 , Type 05 , Repeated digit - investigating
CPT_TT133757 , Type 05 , Repeated digit - investigating
CPT_TT133758 , Type 05 , Repeated digit - investigating
CPT_TT133759 , Type 05 , Repeated digit - investigating
CPT_TT133762 , Type 05 , Repeated digit - investigating
CPT_TT133764 , Type 05 , Repeated digit - investigating
CPT_TT133766 , Type 05 , Repeated digit - investigating
CPT_TT133769 , Type 05 , Repeated digit - investigating
CPT_TT133843 , Type 05 , Repeated digit - investigating
CPT_TT133845 , Type 05 , Repeated digit - investigating
CPT_TT133847 , Type 02 ,Duplicate location
CPT_TT133848 , Type 05 , Repeated digit - investigating
CPT_TT133849 , Type 05 , Repeated digit - investigating
CPT_TT133853 , Type 05 , Repeated digit - investigating
CPT_TT133856 , Type 05 , Repeated digit - investigating
CPT_TT133857 , Type 06 , depth<5: 2.02
CPT_TT133906 , Type 05 , Repeated digit - investigating
CPT_TT133907 , Type 05 , Repeated digit - investigating
CPT_TT13507 , Type 06 , depth<5: 4.21
CPT_TT13553 , Type 05 , Repeated digit - investigating
CPT_TT13562 , Type 02 ,Duplicate location
CPT_TT136426 , Type 06 , depth<5: 1.44
CPT_TT136427 , Type 06 , depth<5: 1.98
CPT_TT136428 , Type 06 , depth<5: 2.2
CPT_TT136429 , Type 06 , depth<5: 1.02
CPT_TT136430 , Type 06 , depth<5: 2.12
CPT_TT136431 , Type 06 , depth<5: 1.64
CPT_TT136432 , Type 06 , depth<5: 2.62
CPT_TT13650 , Type 06 , depth<5: 3.16
CPT_TT13670 , Type 05 , Repeated digit - investigating
CPT_TT136874 , Type 05 , Repeated digit - investigating
CPT_TT136878 , Type 05 , Repeated digit - investigating
CPT_TT136883 , Type 05 , Repeated digit - investigating
CPT_TT13702 , Type 07 , depth range <5: 4.52
CPT_TT137020 , Type 06 , depth<5: 2.12
CPT_TT137021 , Type 06 , depth<5: 2.12
CPT_TT137022 , Type 06 , depth<5: 1.9
CPT_TT137023 , Type 06 , depth<5: 1.7
CPT_TT137024 , Type 06 , depth<5: 1.24
CPT_TT137025 , Type 06 , depth<5: 2.28
CPT_TT137026 , Type 06 , depth<5: 2.36
